anio,ccaa,provincia,categoria,especie,n_produccion
2011,Andalucía,Málaga,Caza Menor de Aves,Perdiz,20000.0
2011,Andalucía,Sevilla,Caza Menor de Aves,Faisán,1500.0
2011,Andalucía,Sevilla,Caza Menor de Aves,Perdiz,24500.0
2011,Aragón,Huesca,Caza Menor de Aves,Perdiz,494000.0
2011,Aragón,Teruel,Caza Menor de Aves,Perdiz,1500.0
2011,Aragón,Zaragoza,Caza Menor de Aves,Perdiz,24600.0
2011,Canarias,Tenerife,Caza Menor de Aves,Perdiz,2000.0
2011,Castilla-La Mancha,Albacete,Caza Mayor,Ciervo,200.0
2011,Castilla-La Mancha,Albacete,Caza Mayor,Gamo,40.0
2011,Castilla-La Mancha,Albacete,Caza Mayor,Muflón,80.0
2011,Castilla-La Mancha,Albacete,Caza Menor de Mamíferos,Conejo,150000.0
2011,Castilla-La Mancha,Albacete,Caza Menor de Mamíferos,Liebre,3785.0
2011,Castilla-La Mancha,Albacete,Caza Menor de Aves,Codorniz,25000.0
2011,Castilla-La Mancha,Albacete,Caza Menor de Aves,Faisán,2000.0
2011,Castilla-La Mancha,Albacete,Caza Menor de Aves,Perdiz,200000.0
2011,Castilla-La Mancha,Ciudad Real,Caza Mayor,Ciervo,1591.0
2011,Castilla-La Mancha,Ciudad Real,Caza Mayor,Corzo,97.0
2011,Castilla-La Mancha,Ciudad Real,Caza Mayor,Gamo,86.0
2011,Castilla-La Mancha,Ciudad Real,Caza Mayor,Jabalí,3427.0
2011,Castilla-La Mancha,Ciudad Real,Caza Mayor,Muflón,494.0
2011,Castilla-La Mancha,Ciudad Real,Caza Menor de Mamíferos,Conejo,2000.0
2011,Castilla-La Mancha,Ciudad Real,Caza Menor de Aves,Codorniz,166000.0
2011,Castilla-La Mancha,Ciudad Real,Caza Menor de Aves,Faisán,10000.0
2011,Castilla-La Mancha,Ciudad Real,Caza Menor de Aves,Paloma,44000.0
2011,Castilla-La Mancha,Ciudad Real,Caza Menor de Aves,Perdiz,198650.0
2011,Castilla-La Mancha,Cuenca,Caza Mayor,Jabalí,273.0
2011,Castilla-La Mancha,Cuenca,Caza Menor de Mamíferos,Conejo,229.0
2011,Castilla-La Mancha,Cuenca,Caza Menor de Mamíferos,Liebre,296.0
2011,Castilla-La Mancha,Cuenca,Caza Menor de Aves,Perdiz,23045.0
2011,Castilla-La Mancha,Guadalajara,Caza Mayor,Jabalí,150.0
2011,Castilla-La Mancha,Guadalajara,Caza Menor de Mamíferos,Conejo,5000.0
2011,Castilla-La Mancha,Guadalajara,Caza Menor de Aves,Codorniz,5000.0
2011,Castilla-La Mancha,Guadalajara,Caza Menor de Aves,Faisán,3000.0
2011,Castilla-La Mancha,Toledo,Caza Mayor,Ciervo,130.0
2011,Castilla-La Mancha,Toledo,Caza Mayor,Gamo,21.0
2011,Castilla-La Mancha,Toledo,Caza Mayor,Jabalí,250.0
2011,Castilla-La Mancha,Toledo,Caza Menor de Aves,Codorniz,32513.0
2011,Castilla-La Mancha,Toledo,Caza Menor de Aves,Faisán,12825.0
2011,Castilla-La Mancha,Toledo,Caza Menor de Aves,Paloma,21232.0
2011,Castilla-La Mancha,Toledo,Caza Menor de Aves,Perdiz,60918.0
2011,Galicia,Pontevedra,Caza Menor de Mamíferos,Conejo,20.0
2011,Galicia,Pontevedra,Caza Menor de Aves,Perdiz,1891.0
2011,Murcia,Murcia,Caza Mayor,Ciervo,20.0
2011,Murcia,Murcia,Caza Menor de Aves,Perdiz,53543.0
2010,Andalucía,Almería,Caza Menor de Aves,Perdiz,77300.0
2010,Andalucía,Cádiz,Caza Menor de Aves,Perdiz,4600.0
2010,Andalucía,Córdoba,Caza Menor de Aves,Codorniz,5500.0
2010,Andalucía,Córdoba,Caza Menor de Aves,Faisán,3000.0
2010,Andalucía,Córdoba,Caza Menor de Aves,Perdiz,48600.0
2010,Andalucía,Granada,Caza Menor de Aves,Perdiz,6500.0
2010,Andalucía,Huelva,Caza Menor de Aves,Perdiz,7000.0
2010,Andalucía,Jaén,Caza Menor de Aves,Faisán,400.0
2010,Andalucía,Jaén,Caza Menor de Aves,Perdiz,38400.0
2010,Andalucía,Málaga,Caza Menor de Aves,Perdiz,20000.0
2010,Andalucía,Sevilla,Caza Menor de Aves,Perdiz,24500.0
2010,Canarias,Tenerife,Caza Menor de Aves,Perdiz,2000.0
2010,Castilla-La Mancha,Albacete,Caza Mayor,Ciervo,200.0
2010,Castilla-La Mancha,Albacete,Caza Mayor,Gamo,40.0
2010,Castilla-La Mancha,Albacete,Caza Mayor,Muflón,80.0
2010,Castilla-La Mancha,Albacete,Caza Menor de Mamíferos,Conejo,150000.0
2010,Castilla-La Mancha,Albacete,Caza Menor de Mamíferos,Liebre,3785.0
2010,Castilla-La Mancha,Albacete,Caza Menor de Aves,Codorniz,25000.0
2010,Castilla-La Mancha,Albacete,Caza Menor de Aves,Faisán,2000.0
2010,Castilla-La Mancha,Albacete,Caza Menor de Aves,Perdiz,200000.0
2010,Castilla-La Mancha,Ciudad Real,Caza Mayor,Ciervo,1591.0
2010,Castilla-La Mancha,Ciudad Real,Caza Mayor,Corzo,97.0
2010,Castilla-La Mancha,Ciudad Real,Caza Mayor,Gamo,86.0
2010,Castilla-La Mancha,Ciudad Real,Caza Mayor,Jabalí,3427.0
2010,Castilla-La Mancha,Ciudad Real,Caza Mayor,Muflón,494.0
2010,Castilla-La Mancha,Ciudad Real,Caza Menor de Mamíferos,Conejo,2000.0
2010,Castilla-La Mancha,Ciudad Real,Caza Menor de Aves,Codorniz,166000.0
2010,Castilla-La Mancha,Ciudad Real,Caza Menor de Aves,Faisán,10000.0
2010,Castilla-La Mancha,Ciudad Real,Caza Menor de Aves,Paloma,44000.0
2010,Castilla-La Mancha,Ciudad Real,Caza Menor de Aves,Perdiz,198650.0
2010,Castilla-La Mancha,Cuenca,Caza Mayor,Muflón,32.0
2010,Castilla-La Mancha,Cuenca,Caza Menor de Aves,Perdiz,20300.0
2010,Castilla-La Mancha,Guadalajara,Caza Mayor,Jabalí,150.0
2010,Castilla-La Mancha,Guadalajara,Caza Menor de Mamíferos,Conejo,5000.0
2010,Castilla-La Mancha,Guadalajara,Caza Menor de Aves,Codorniz,5000.0
2010,Castilla-La Mancha,Guadalajara,Caza Menor de Aves,Faisán,3000.0
2010,Castilla-La Mancha,Toledo,Caza Mayor,Ciervo,113.0
2010,Castilla-La Mancha,Toledo,Caza Mayor,Gamo,21.0
2010,Castilla-La Mancha,Toledo,Caza Mayor,Jabalí,296.0
2010,Castilla-La Mancha,Toledo,Caza Mayor,Muflón,4.0
2010,Castilla-La Mancha,Toledo,Caza Menor de Aves,Codorniz,34880.0
2010,Castilla-La Mancha,Toledo,Caza Menor de Aves,Faisán,14018.0
2010,Castilla-La Mancha,Toledo,Caza Menor de Aves,Paloma,23118.0
2010,Castilla-La Mancha,Toledo,Caza Menor de Aves,Perdiz,61355.0
2010,Murcia,Murcia,Caza Mayor,Ciervo,50.0
2010,Murcia,Murcia,Caza Menor de Aves,Perdiz,81820.0
2010,País Vasco,Álava,Caza Menor de Aves,Codorniz,18000.0
2010,País Vasco,Álava,Caza Menor de Aves,Faisán,4500.0
2010,País Vasco,Álava,Caza Menor de Aves,Perdiz,29500.0
2009,Andalucía,Almería,Caza Menor de Aves,Perdiz,81300.0
2009,Andalucía,Cádiz,Caza Mayor,Ciervo,890.0
2009,Andalucía,Cádiz,Caza Mayor,Corzo,2.0
2009,Andalucía,Cádiz,Caza Mayor,Jabalí,50.0
2009,Andalucía,Cádiz,Caza Menor de Mamíferos,Conejo,14000.0
2009,Andalucía,Cádiz,Caza Menor de Aves,Codorniz,46000.0
2009,Andalucía,Cádiz,Caza Menor de Aves,Faisán,24800.0
2009,Andalucía,Cádiz,Caza Menor de Aves,Perdiz,12000.0
2009,Andalucía,Córdoba,Caza Menor de Mamíferos,Conejo,400.0
2009,Andalucía,Córdoba,Caza Menor de Aves,Codorniz,10000.0
2009,Andalucía,Córdoba,Caza Menor de Aves,Faisán,8000.0
2009,Andalucía,Córdoba,Caza Menor de Aves,Perdiz,107920.0
2009,Andalucía,Granada,Caza Mayor,Cabra montés,6.0
2009,Andalucía,Granada,Caza Mayor,Ciervo,40.0
2009,Andalucía,Granada,Caza Menor de Mamíferos,Conejo,200.0
2009,Andalucía,Granada,Caza Menor de Aves,Perdiz,93700.0
2009,Andalucía,Huelva,Caza Menor de Mamíferos,Conejo,2000.0
2009,Andalucía,Huelva,Caza Menor de Aves,Faisán,600.0
2009,Andalucía,Huelva,Caza Menor de Aves,Perdiz,8500.0
2009,Andalucía,Jaén,Caza Mayor,Ciervo,135.0
2009,Andalucía,Jaén,Caza Mayor,Jabalí,80.0
2009,Andalucía,Jaén,Caza Menor de Mamíferos,Conejo,1200.0
2009,Andalucía,Jaén,Caza Menor de Aves,Codorniz,30000.0
2009,Andalucía,Jaén,Caza Menor de Aves,Faisán,2500.0
2009,Andalucía,Jaén,Caza Menor de Aves,Perdiz,109375.0
2009,Andalucía,Málaga,Caza Mayor,Cabra montés,3.0
2009,Andalucía,Málaga,Caza Menor de Mamíferos,Conejo,2000.0
2009,Andalucía,Málaga,Caza Menor de Aves,Perdiz,30250.0
2009,Andalucía,Sevilla,Caza Menor de Aves,Codorniz,13000.0
2009,Andalucía,Sevilla,Caza Menor de Aves,Faisán,2200.0
2009,Andalucía,Sevilla,Caza Menor de Aves,Perdiz,39400.0
2009,Canarias,Tenerife,Caza Menor de Aves,Perdiz,2000.0
2009,Castilla-La Mancha,Albacete,Caza Menor de Aves,Perdiz,150000.0
2009,Castilla-La Mancha,Ciudad Real,Caza Mayor,Ciervo,1431.0
2009,Castilla-La Mancha,Ciudad Real,Caza Mayor,Corzo,97.0
2009,Castilla-La Mancha,Ciudad Real,Caza Mayor,Gamo,86.0
2009,Castilla-La Mancha,Ciudad Real,Caza Mayor,Jabalí,3262.0
2009,Castilla-La Mancha,Ciudad Real,Caza Mayor,Muflón,494.0
2009,Castilla-La Mancha,Ciudad Real,Caza Menor de Aves,Codorniz,165000.0
2009,Castilla-La Mancha,Ciudad Real,Caza Menor de Aves,Faisán,8500.0
2009,Castilla-La Mancha,Ciudad Real,Caza Menor de Aves,Paloma,44000.0
2009,Castilla-La Mancha,Ciudad Real,Caza Menor de Aves,Perdiz,109400.0
2009,Castilla-La Mancha,Cuenca,Caza Mayor,Jabalí,18.0
2009,Castilla-La Mancha,Cuenca,Caza Menor de Aves,Perdiz,8100.0
2009,Castilla-La Mancha,Guadalajara,Caza Mayor,Jabalí,200.0
2009,Castilla-La Mancha,Guadalajara,Caza Menor de Mamíferos,Conejo,20000.0
2009,Castilla-La Mancha,Guadalajara,Caza Menor de Aves,Codorniz,20000.0
2009,Castilla-La Mancha,Guadalajara,Caza Menor de Aves,Faisán,10000.0
2009,Castilla-La Mancha,Guadalajara,Caza Menor de Aves,Perdiz,100000.0
2009,Castilla-La Mancha,Toledo,Caza Mayor,Ciervo,428.0
2009,Castilla-La Mancha,Toledo,Caza Mayor,Corzo,9.0
2009,Castilla-La Mancha,Toledo,Caza Mayor,Gamo,26.0
2009,Castilla-La Mancha,Toledo,Caza Mayor,Muflón,109.0
2009,Castilla-La Mancha,Toledo,Caza Menor de Mamíferos,Liebre,400.0
2009,Castilla-La Mancha,Toledo,Caza Menor de Aves,Acuáticas y anátidas,12000.0
2009,Castilla-La Mancha,Toledo,Caza Menor de Aves,Codorniz,70900.0
2009,Castilla-La Mancha,Toledo,Caza Menor de Aves,Faisán,22120.0
2009,Castilla-La Mancha,Toledo,Caza Menor de Aves,Paloma,11825.0
2009,Castilla-La Mancha,Toledo,Caza Menor de Aves,Perdiz,260246.0
2009,Galicia,Lugo,Caza Menor de Aves,Perdiz,2013.0
2009,Galicia,Pontevedra,Caza Menor de Mamíferos,Conejo,100.0
2009,Galicia,Pontevedra,Caza Menor de Aves,Perdiz,2683.0
2009,Murcia,Murcia,Caza Mayor,Ciervo,50.0
2009,Murcia,Murcia,Caza Menor de Aves,Perdiz,120000.0
2008,Andalucía,Almería,Caza Menor de Aves,Perdiz,69500.0
2008,Andalucía,Cádiz,Caza Mayor,Ciervo,890.0
2008,Andalucía,Cádiz,Caza Mayor,Corzo,2.0
2008,Andalucía,Cádiz,Caza Mayor,Jabalí,50.0
2008,Andalucía,Cádiz,Caza Menor de Mamíferos,Conejo,14000.0
2008,Andalucía,Cádiz,Caza Menor de Aves,Codorniz,46000.0
2008,Andalucía,Cádiz,Caza Menor de Aves,Faisán,24800.0
2008,Andalucía,Cádiz,Caza Menor de Aves,Perdiz,17500.0
2008,Andalucía,Córdoba,Caza Menor de Mamíferos,Conejo,400.0
2008,Andalucía,Córdoba,Caza Menor de Aves,Codorniz,10000.0
2008,Andalucía,Córdoba,Caza Menor de Aves,Faisán,8000.0
2008,Andalucía,Córdoba,Caza Menor de Aves,Perdiz,58470.0
2008,Andalucía,Granada,Caza Mayor,Cabra montés,6.0
2008,Andalucía,Granada,Caza Mayor,Ciervo,40.0
2008,Andalucía,Granada,Caza Menor de Mamíferos,Conejo,200.0
2008,Andalucía,Granada,Caza Menor de Aves,Perdiz,65500.0
2008,Andalucía,Huelva,Caza Menor de Mamíferos,Conejo,2850.0
2008,Andalucía,Huelva,Caza Menor de Aves,Faisán,600.0
2008,Andalucía,Huelva,Caza Menor de Aves,Perdiz,10650.0
2008,Andalucía,Jaén,Caza Mayor,Ciervo,135.0
2008,Andalucía,Jaén,Caza Mayor,Jabalí,80.0
2008,Andalucía,Jaén,Caza Menor de Mamíferos,Conejo,1200.0
2008,Andalucía,Jaén,Caza Menor de Aves,Codorniz,30000.0
2008,Andalucía,Jaén,Caza Menor de Aves,Faisán,2500.0
2008,Andalucía,Jaén,Caza Menor de Aves,Perdiz,114375.0
2008,Andalucía,Málaga,Caza Mayor,Cabra montés,3.0
2008,Andalucía,Málaga,Caza Menor de Mamíferos,Conejo,2000.0
2008,Andalucía,Málaga,Caza Menor de Aves,Perdiz,20160.0
2008,Andalucía,Sevilla,Caza Menor de Aves,Codorniz,13000.0
2008,Andalucía,Sevilla,Caza Menor de Aves,Faisán,2200.0
2008,Andalucía,Sevilla,Caza Menor de Aves,Perdiz,39400.0
2008,Castilla-La Mancha,Guadalajara,Caza Mayor,Jabalí,250.0
2008,Castilla-La Mancha,Guadalajara,Caza Menor de Mamíferos,Conejo,15000.0
2008,Castilla-La Mancha,Guadalajara,Caza Menor de Aves,Codorniz,30000.0
2008,Castilla-La Mancha,Guadalajara,Caza Menor de Aves,Faisán,10000.0
2008,Castilla-La Mancha,Guadalajara,Caza Menor de Aves,Perdiz,120000.0
2008,Castilla-La Mancha,Toledo,Caza Mayor,Ciervo,382.0
2008,Castilla-La Mancha,Toledo,Caza Mayor,Corzo,9.0
2008,Castilla-La Mancha,Toledo,Caza Mayor,Jabalí,758.0
2008,Castilla-La Mancha,Toledo,Caza Mayor,Muflón,96.0
2008,Castilla-La Mancha,Toledo,Caza Menor de Mamíferos,Conejo,1400.0
2008,Castilla-La Mancha,Toledo,Caza Menor de Mamíferos,Liebre,400.0
2008,Castilla-La Mancha,Toledo,Caza Menor de Aves,Anátidas,12000.0
2008,Castilla-La Mancha,Toledo,Caza Menor de Aves,Codorniz,70900.0
2008,Castilla-La Mancha,Toledo,Caza Menor de Aves,Faisán,4000.0
2008,Castilla-La Mancha,Toledo,Caza Menor de Aves,Perdiz,151200.0
2008,Madrid,Madrid,Caza Menor de Mamíferos,Conejo,1500.0
2008,Madrid,Madrid,Caza Menor de Aves,Codorniz,5000.0
2008,Madrid,Madrid,Caza Menor de Aves,Faisán,5600.0
2008,Madrid,Madrid,Caza Menor de Aves,Paloma,1000.0
2008,Madrid,Madrid,Caza Menor de Aves,Perdiz,32500.0
2008,Murcia,Murcia,Caza Mayor,Ciervo,50.0
2008,Murcia,Murcia,Caza Menor de Aves,Perdiz,89800.0
2007,Andalucía,Almería,Caza Menor de Aves,Perdiz,76850.0
2007,Andalucía,Cádiz,Caza Mayor,Ciervo,815.0
2007,Andalucía,Cádiz,Caza Mayor,Jabalí,40.0
2007,Andalucía,Cádiz,Caza Menor de Mamíferos,Conejo,11750.0
2007,Andalucía,Cádiz,Caza Menor de Aves,Codorniz,55000.0
2007,Andalucía,Cádiz,Caza Menor de Aves,Faisán,18630.0
2007,Andalucía,Cádiz,Caza Menor de Aves,Perdiz,13000.0
2007,Andalucía,Córdoba,Caza Menor de Mamíferos,Conejo,400.0
2007,Andalucía,Córdoba,Caza Menor de Aves,Codorniz,79000.0
2007,Andalucía,Córdoba,Caza Menor de Aves,Faisán,5800.0
2007,Andalucía,Córdoba,Caza Menor de Aves,Perdiz,82510.0
2007,Andalucía,Huelva,Caza Menor de Mamíferos,Conejo,1241.0
2007,Andalucía,Huelva,Caza Menor de Aves,Faisán,2950.0
2007,Andalucía,Huelva,Caza Menor de Aves,Perdiz,12200.0
2007,Andalucía,Jaén,Caza Mayor,Ciervo,135.0
2007,Andalucía,Jaén,Caza Mayor,Jabalí,68.0
2007,Andalucía,Jaén,Caza Menor de Mamíferos,Conejo,1648.0
2007,Andalucía,Jaén,Caza Menor de Aves,Codorniz,18000.0
2007,Andalucía,Jaén,Caza Menor de Aves,Faisán,756.0
2007,Andalucía,Jaén,Caza Menor de Aves,Perdiz,126925.0
2007,Andalucía,Málaga,Caza Menor de Aves,Perdiz,46560.0
2007,Andalucía,Sevilla,Caza Menor de Aves,Codorniz,45000.0
2007,Andalucía,Sevilla,Caza Menor de Aves,Faisán,2750.0
2007,Andalucía,Sevilla,Caza Menor de Aves,Perdiz,39900.0
2007,Castilla-La Mancha,Albacete,Caza Mayor,Ciervo,180.0
2007,Castilla-La Mancha,Albacete,Caza Mayor,Gamo,50.0
2007,Castilla-La Mancha,Albacete,Caza Mayor,Jabalí,230.0
2007,Castilla-La Mancha,Albacete,Caza Menor de Aves,Codorniz,23000.0
2007,Castilla-La Mancha,Albacete,Caza Menor de Aves,Perdiz,150000.0
2007,Castilla-La Mancha,Ciudad Real,Caza Mayor,Ciervo,1431.0
2007,Castilla-La Mancha,Ciudad Real,Caza Mayor,Corzo,97.0
2007,Castilla-La Mancha,Ciudad Real,Caza Mayor,Gamo,86.0
2007,Castilla-La Mancha,Ciudad Real,Caza Mayor,Jabalí,3262.0
2007,Castilla-La Mancha,Ciudad Real,Caza Mayor,Muflón,494.0
2007,Castilla-La Mancha,Ciudad Real,Caza Menor de Mamíferos,Conejo,3000.0
2007,Castilla-La Mancha,Ciudad Real,Caza Menor de Aves,Codorniz,174000.0
2007,Castilla-La Mancha,Ciudad Real,Caza Menor de Aves,Faisán,10000.0
2007,Castilla-La Mancha,Ciudad Real,Caza Menor de Aves,Perdiz,138400.0
2007,Castilla-La Mancha,Guadalajara,Caza Mayor,Jabalí,250.0
2007,Castilla-La Mancha,Guadalajara,Caza Menor de Mamíferos,Conejo,25000.0
2007,Castilla-La Mancha,Guadalajara,Caza Menor de Aves,Codorniz,30000.0
2007,Castilla-La Mancha,Toledo,Caza Mayor,Ciervo,452.0
2007,Castilla-La Mancha,Toledo,Caza Mayor,Jabalí,626.0
2007,Castilla-La Mancha,Toledo,Caza Menor de Mamíferos,Conejo,3100.0
2007,Castilla-La Mancha,Toledo,Caza Menor de Mamíferos,Liebre,250.0
2007,Castilla-La Mancha,Toledo,Caza Menor de Aves,Codorniz,87900.0
2007,Castilla-La Mancha,Toledo,Caza Menor de Aves,Faisán,22782.0
2007,Castilla-La Mancha,Toledo,Caza Menor de Aves,Paloma,6465.0
2007,Castilla-La Mancha,Toledo,Caza Menor de Aves,Perdiz,227195.0
2007,Madrid,Madrid,Caza Menor de Mamíferos,Conejo,1354.0
2007,Madrid,Madrid,Caza Menor de Aves,Codorniz,5000.0
2007,Madrid,Madrid,Caza Menor de Aves,Faisán,5600.0
2007,Madrid,Madrid,Caza Menor de Aves,Paloma,4000.0
2007,Madrid,Madrid,Caza Menor de Aves,Perdiz,23453.0
2007,Murcia,Murcia,Caza Menor de Aves,Faisán,550.0
2007,Murcia,Murcia,Caza Menor de Aves,Perdiz,12000.0
2006,País Vasco,Álava,Caza Mayor,Arruí,0.0
2006,País Vasco,Álava,Caza Mayor,Cabra montés,0.0
2006,País Vasco,Álava,Caza Mayor,Ciervo,0.0
2006,País Vasco,Álava,Caza Mayor,Corzo,0.0
2006,País Vasco,Álava,Caza Mayor,Gamo,0.0
2006,País Vasco,Álava,Caza Mayor,Jabalí,0.0
2006,País Vasco,Álava,Caza Mayor,Muflón,0.0
2006,País Vasco,Álava,Caza Menor de Mamíferos,Conejo,0.0
2006,País Vasco,Álava,Caza Menor de Mamíferos,Liebre,0.0
2006,País Vasco,Álava,Caza Menor de Aves,Codorniz,0.0
2006,País Vasco,Álava,Caza Menor de Aves,Faisán,2500.0
2006,País Vasco,Álava,Caza Menor de Aves,Perdiz,20000.0
2006,Castilla-La Mancha,Albacete,Caza Mayor,Arruí,0.0
2006,Castilla-La Mancha,Albacete,Caza Mayor,Cabra montés,0.0
2006,Castilla-La Mancha,Albacete,Caza Mayor,Ciervo,180.0
2006,Castilla-La Mancha,Albacete,Caza Mayor,Corzo,0.0
2006,Castilla-La Mancha,Albacete,Caza Mayor,Gamo,50.0
2006,Castilla-La Mancha,Albacete,Caza Mayor,Jabalí,80.0
2006,Castilla-La Mancha,Albacete,Caza Mayor,Muflón,0.0
2006,Castilla-La Mancha,Albacete,Caza Menor de Mamíferos,Conejo,0.0
2006,Castilla-La Mancha,Albacete,Caza Menor de Mamíferos,Liebre,0.0
2006,Castilla-La Mancha,Albacete,Caza Menor de Aves,Codorniz,25000.0
2006,Castilla-La Mancha,Albacete,Caza Menor de Aves,Faisán,8000.0
2006,Castilla-La Mancha,Albacete,Caza Menor de Aves,Perdiz,153700.0
2006,C. Valenciana,Alicante,Caza Mayor,Arruí,0.0
2006,C. Valenciana,Alicante,Caza Mayor,Cabra montés,0.0
2006,C. Valenciana,Alicante,Caza Mayor,Ciervo,0.0
2006,C. Valenciana,Alicante,Caza Mayor,Corzo,0.0
2006,C. Valenciana,Alicante,Caza Mayor,Gamo,0.0
2006,C. Valenciana,Alicante,Caza Mayor,Jabalí,0.0
2006,C. Valenciana,Alicante,Caza Mayor,Muflón,0.0
2006,C. Valenciana,Alicante,Caza Menor de Mamíferos,Conejo,3750.0
2006,C. Valenciana,Alicante,Caza Menor de Mamíferos,Liebre,0.0
2006,C. Valenciana,Alicante,Caza Menor de Aves,Codorniz,800.0
2006,C. Valenciana,Alicante,Caza Menor de Aves,Faisán,400.0
2006,C. Valenciana,Alicante,Caza Menor de Aves,Perdiz,2500.0
2006,Asturias,Asturias,Caza Mayor,Ciervo,0.0
2006,Asturias,Asturias,Caza Mayor,Corzo,0.0
2006,Asturias,Asturias,Caza Mayor,Gamo,0.0
2006,Asturias,Asturias,Caza Mayor,Jabalí,0.0
2006,Asturias,Asturias,Caza Menor de Mamíferos,Conejo,0.0
2006,Asturias,Asturias,Caza Menor de Mamíferos,Liebre,0.0
2006,Asturias,Asturias,Caza Menor de Aves,Codorniz,0.0
2006,Asturias,Asturias,Caza Menor de Aves,Faisán,0.0
2006,Asturias,Asturias,Caza Menor de Aves,Perdiz,0.0
2006,Castilla y León,Ávila,Caza Mayor,Arruí,0.0
2006,Castilla y León,Ávila,Caza Mayor,Cabra montés,0.0
2006,Castilla y León,Ávila,Caza Mayor,Ciervo,0.0
2006,Castilla y León,Ávila,Caza Mayor,Corzo,0.0
2006,Castilla y León,Ávila,Caza Mayor,Gamo,0.0
2006,Castilla y León,Ávila,Caza Mayor,Jabalí,0.0
2006,Castilla y León,Ávila,Caza Mayor,Muflón,0.0
2006,Castilla y León,Ávila,Caza Menor de Mamíferos,Conejo,0.0
2006,Castilla y León,Ávila,Caza Menor de Mamíferos,Liebre,0.0
2006,Castilla y León,Ávila,Caza Menor de Aves,Codorniz,0.0
2006,Castilla y León,Ávila,Caza Menor de Aves,Perdiz,0.0
2006,Extremadura,Badajoz,Caza Mayor,Arruí,0.0
2006,Extremadura,Badajoz,Caza Mayor,Cabra montés,0.0
2006,Extremadura,Badajoz,Caza Mayor,Ciervo,0.0
2006,Extremadura,Badajoz,Caza Mayor,Corzo,0.0
2006,Extremadura,Badajoz,Caza Mayor,Gamo,0.0
2006,Extremadura,Badajoz,Caza Mayor,Jabalí,0.0
2006,Extremadura,Badajoz,Caza Mayor,Muflón,0.0
2006,Extremadura,Badajoz,Caza Menor de Mamíferos,Conejo,0.0
2006,Extremadura,Badajoz,Caza Menor de Mamíferos,Liebre,0.0
2006,Extremadura,Badajoz,Caza Menor de Aves,Codorniz,0.0
2006,Extremadura,Badajoz,Caza Menor de Aves,Faisán,0.0
2006,Extremadura,Badajoz,Caza Menor de Aves,Perdiz,0.0
2006,Castilla y León,Burgos,Caza Mayor,Arruí,0.0
2006,Castilla y León,Burgos,Caza Mayor,Cabra montés,0.0
2006,Castilla y León,Burgos,Caza Mayor,Ciervo,0.0
2006,Castilla y León,Burgos,Caza Mayor,Corzo,0.0
2006,Castilla y León,Burgos,Caza Mayor,Gamo,0.0
2006,Castilla y León,Burgos,Caza Mayor,Jabalí,0.0
2006,Castilla y León,Burgos,Caza Mayor,Muflón,0.0
2006,Castilla y León,Burgos,Caza Menor de Mamíferos,Conejo,0.0
2006,Castilla y León,Burgos,Caza Menor de Mamíferos,Liebre,0.0
2006,Castilla y León,Burgos,Caza Menor de Aves,Codorniz,0.0
2006,Castilla y León,Burgos,Caza Menor de Aves,Perdiz,0.0
2006,Extremadura,Cáceres,Caza Mayor,Arruí,0.0
2006,Extremadura,Cáceres,Caza Mayor,Cabra montés,0.0
2006,Extremadura,Cáceres,Caza Mayor,Ciervo,0.0
2006,Extremadura,Cáceres,Caza Mayor,Corzo,0.0
2006,Extremadura,Cáceres,Caza Mayor,Gamo,0.0
2006,Extremadura,Cáceres,Caza Mayor,Jabalí,0.0
2006,Extremadura,Cáceres,Caza Mayor,Muflón,0.0
